InspectionUID,FacilityHashID,InspectionDate,InpsectionHashID,FacilityName,FacilityFullStreetAddress,FacilityZip,EstablishmentType,Cuisine,FacilityRiskScore,FacilityRiskProfile
5722509,196666DD-B490-12AA-0623FB5FB378C38F,2/5/19 0:00,63914911-5056-A20B-FA606BC73F53BF30,DOC POPCORN,303 MEMORIAL CITY MALL STE 5502,77024,"Mobile - Fixed Location, Unrestricted",,0,LOW
5728602,1148,2/6/19 0:00,88F5DDAF-5056-A20B-FADF1C5835BB5E10,GOODE COMPANY HAMBURGERS,4902 KIRBY DR,77098,Restaurant - Full Service,"BURGERS, ETC.",9,HIGH
5728903,48290,2/4/19 0:00,C5E70B03-5056-A20B-FA5B8631710A44C2,SMOOTHIE KING,10201 KATY  FWY STE 300,77024,Restaurant - Single Service,"BEVERAGES, ETC.",2,MEDIUM
5729011,4C623671-C07E-2667-F5B59A6384239B75,2/4/19 0:00,52EE55E2-5056-A20B-FAA5FCA0DA9C1956,TAQUERIA LATINO EL JUNIOR,7523 LONG POINT STE 400,77055,Restaurant - Full Service,,7,HIGH
5729168,5B97F18B-FB08-F7D2-ABD912C28B2680C1,2/11/19 0:00,841A0DE9-5056-A20B-FA89DB5B756A36E0,LONE STAR BREAKFAST  GRILL,1800 W SAM HOUSTON PKWY NORTH,77043,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5750804,0C533A97-DFD5-E41D-155D8D3B23D034BC,2/21/19 0:00,962557F0-5056-A20B-FA36C31F83C974B1,ANTOJITOS AXEL - Palacios,7555 BELLFORT,77061,"Mobile - Conventional, Unrestricted, Motorized",,6,HIGH
5750833,30B10B98-DA1C-13F3-B3B72E78B3BD2245,2/22/19 0:00,BF2D7D65-5056-A20B-FAF475A561B46DDF,TACO CABANA #343,167 YALE ST,77007,Restaurant - Single Service,MEXICAN / HISPANIC,6,HIGH
5750974,45625,2/24/19 0:00,30D3B856-5056-A20B-FA9985944DD84C20,TACO BELL,14601 MEMORIAL STE 446,77079,Restaurant - Single Service,MEXICAN / HISPANIC,6,MEDIUM
5751071,50547,2/24/19 0:00,55A75F2B-5056-A20B-FA86168721FE0AC1,KFC/TACO BELL,1300 GULFGATE MALL,77087,Restaurant - Single Service,CHICKEN,7,MEDIUM
5751153,24F89000-5056-A20B-FA208F53A7E02AE7,2/25/19 0:00,5EE75A1D-5056-A20B-FABFFA8644BD226A,PANADERIA Y PUPUSERIA EL BUEN GUSTO,6837 LONG,77087,Restaurant - Single Service,MEXICAN / HISPANIC,3,MEDIUM
5751263,1996,2/25/19 0:00,67F2E5B7-5056-A20B-FA0527A961302FB4,TEXAS BBQ HOUSE,2401 TEXAS,77003,Restaurant - Full Service,BARBECUE,0,HIGH
5751349,40DDFE04-F4DA-5D8F-322A3A527BD7F627,2/25/19 0:00,8CB3047C-5056-A20B-FAA2A1B639AFB6B9,GOTHAM PIZZA,2204 LOUISIANA ST STE E,77002,Restaurant - Full Service,PIZZA,6,HIGH
5729336,12043,2/11/19 0:00,968A37D5-5056-A20B-FA375B0C13EB658F,DOMINO'S PIZZA #6641,5361 W BELLFORT,77035,Restaurant - Single Service,PIZZA,3,MEDIUM
5739621,503,2/26/19 0:00,8163865E-BB9D-4BC1-9405CE29F056ABAC,TAQUERIA MEXICO LINDO,7626 CLAREWOOD,77036,Restaurant - Full Service,,7,HIGH
5739654,12843,3/3/19 0:00,B694AA9E-C645-45C6-861DDD5F67CB8CED,TACO CABANA #148,11441 KATY  FWY,77079,Restaurant - Single Service,MEXICAN / HISPANIC,7,MEDIUM
5739724,4787FAD0-3048-94EE-986FC9C499ECA508,3/12/19 0:00,DBB30D64-4E5E-41CB-920232C066081743,OUTBACK CAFE(INSIDE WESTSIDE HIGH),14201 BRIAR FOREST DR,77077,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5754097,0A489732-B77E-31B4-2F8968D87A489A7D,3/13/19 0:00,9D2F05FD-5056-A20B-FAA380EF9038D86A,TIFF'S TREATS,10455 BRIAR FOREST DR STE 130,77042,Restaurant - Single Service,,0,LOW
5754101,45590,3/13/19 0:00,9D44E31C-5056-A20B-FAB50A22A64809AB,BUCK'S PIZZA,907 EL DORADO BLVD STE A,77062,Restaurant - Single Service,PIZZA,0,MEDIUM
5754189,13125,3/14/19 0:00,C65FBF88-5056-A20B-FADCF8F27DC0EEFB,PAPPAS BROS. STEAK HOUSE,5839 WESTHEIMER RD,77056,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5754501,4453,3/14/19 0:00,5A0F21F8-5056-A20B-FAD44DC407E80030,JOHNS HANDI PLUS #2,7242 LEY,77028,Restaurant - Single Service,OTHER,0,MEDIUM
5754536,35F2CDED-C0E8-8F94-1DC9B7356291589D,3/17/19 0:00,5F8ADCF8-5056-A20B-FABF411CAD06AEF4,SONIC #12,11109 FM 1960 E,77336,Restaurant - Single Service,,0,MEDIUM
5755654,13108,3/17/19 0:00,72BC79B8-5056-A20B-FA766F78A491FADE,TACO BELL #1056,1817 S SHEPHERD,77019,Restaurant - Single Service,MEXICAN / HISPANIC,3,MEDIUM
5755918,48797,3/19/19 0:00,C57D98B4-5056-A20B-FA78F2B33E31929A,FREEBIRDS WORLD BURRITO,3745 GREENBRIAR,77098,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5756101,3638,3/19/19 0:00,D6371A34-5056-A20B-FA08BB1B40BAC21C,IHOP,8515 WEST LOOP SOUTH,77096,Restaurant - Full Service,LOCAL / CONTINENTAL,6,HIGH
5754229,4948A160-B8AB-CD76-F3539ECE132888BC,3/14/19 0:00,CCAE4226-5056-A20B-FA17A672334A525B,POPEYE'S #2056,14467 MEMORIAL,77079,Restaurant - Single Service,,0,MEDIUM
5755563,3FCCFABC-D7C5-D27C-301F298BB3F24ABC,3/17/19 0:00,687B2B5F-5056-A20B-FA8196C65797C465,VINE WINE ROOM,12420 MEMORIAL,77024,Restaurant - Single Service,"BEVERAGES, ETC.",2,LOW
5755691,46FF73AF-F6B4-BCE5-BE5CE40A9820B317,3/15/19 0:00,9015AC8B-5056-A20B-FAF9E13308CD951C,REFRESQUERIA  ELIZABETH,6116 WINDSWEPT STE 712,77057,Restaurant - Single Service,,0,LOW
5756061,0AF3D8DB-B2AA-0329-033194FEFDA2A0D4,3/19/19 0:00,D2E00F28-5056-A20B-FAD8235FCDE97FAD,DOWN HOUSE RESTAURANT,1801 YALE ST,77008,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5756405,33C33493-D0BE-8046-5954EF57A170F182,3/21/19 0:00,30F3BC4A-5056-A20B-FA6D846B82F91BB3,GOLDEN SEAFOOD HOUSE,2407 AIRLINE DR,77009-1725,Restaurant - Full Service,SEAFOOD,7,HIGH
5756417,12D1982C-9EA5-072A-B18ABC18633E8C83,3/21/19 0:00,343205DA-5056-A20B-FA003B4EC002FE66,DOSI RESTAURANT & SUJU BAR,2802 S SHEPHERD,77098,Restaurant - Full Service,,4,MEDIUM
5756435,3403,3/21/19 0:00,3717612A-5056-A20B-FA27B18E7BE5CE08,DON CARLOS MEXICAN RESTAURANT,8385 BROADWAY,77061,Restaurant - Full Service,,0,HIGH
5756571,1875,3/22/19 0:00,5DA523D0-5056-A20B-FAF966D34A928ABD,JASON'S DELI - SSQ,2611 S SHEPHERD,77098,Restaurant - Full Service,SANDWICHES,8,HIGH
5749656,2281AEF0-F92A-4CB8-0DE393EC6185AD6D,2/10/19 0:00,FB103788-5056-A20B-FA1418CDD00A060F,PINK'S PIZZA,1403 HEIGHTS BLVD,77008,Restaurant - Single Service,PIZZA,5,MEDIUM
5749807,4DA4EE43-981D-935B-0A80DB91B1862508,2/14/19 0:00,28EE585C-5056-A20B-FA1E7A64A18ADCE1,PIZZA HUT,415 W LITTLE YORK RD STE A-1,77076,Restaurant - Single Service,PIZZA,7,HIGH
5749969,1443,2/17/19 0:00,C306F2E1-5056-A20B-FA46A2B1B5D05493,THE FOREST CLUB,9950 MEMORIAL DR,77024,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5750068,069259A4-A713-A483-2242BDADAAFD2082,2/17/19 0:00,D3B837E3-5056-A20B-FA953D3AD225C015,PEKING BO CHINESE RESTAURANT,12160 EAST FWY,77029,Restaurant - Full Service,CHINESE,6,HIGH
5751907,2BE41543-BC74-B5AC-A57DFAB6413F4F08,2/28/19 0:00,05811469-5056-A20B-FA1F26AD6D547E16,TAQUERIA SAZON,3923  HOLLISTER,77080,"Mobile - Conventional, Unrestricted, Motorized",,5,HIGH
5751924,41480,2/28/19 0:00,09B22C1F-5056-A20B-FAB093788634DF2B,KOJAK'S,1912 W 18TH,77008,Restaurant - Full Service,DELI,7,HIGH
5752040,3007BF4A-B99A-94AD-487E829CB2988984,3/3/19 0:00,98FB18A1-5056-A20B-FA94439C35EED496,BEAUCOUP BAR AND GRILL,3102 OLD SPANISH TRAIL,77054,Restaurant - Full Service,CAJUN,7,HIGH
5752329,4870BA4E-DCA0-D74D-F335D83DF08E56EB,3/4/19 0:00,CFDFBF12-5056-A20B-FA86ED6E3C262B88,JOLLIBEE,8001 MAIN STE 100,77025,Restaurant - Single Service,LOCAL / CONTINENTAL,8,MEDIUM
5752443,3579,3/5/19 0:00,EF692C5A-5056-A20B-FA1175085F4337C8,EL MESQUITE RESTAURANT,424 BROADWAY,77012,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5752609,4235,3/5/19 0:00,0681D9B8-5056-A20B-FAE0B1DB1858FA56,LUBY'S #27 - 0191,5335 GULF  FWY,77023,Restaurant - Full Service,LOCAL / CONTINENTAL,0,HIGH
5752730,5EA3F476-F1F6-9BE0-2ED888A48BBEEC96,3/6/19 0:00,2935971E-5056-A20B-FA65D63851B67BB1,SHERATON  HOUSTON WEST,11191 CLAY RD,77041,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5756739,32E326C1-5056-A20B-FA13AEFC4AA5027F,3/24/19 0:00,CCCD3437-5056-A20B-FA5CEECA7A2CA548,ASIAN CAFE,7046 LAWNDALE,77023,Restaurant - Full Service,CHINESE,4,MEDIUM
5757152,1D072B33-A002-A29D-2B8D4813BB831F5A,3/25/19 0:00,2CA94CEB-5056-A20B-FAA20575D3A41787,RUCHI'S EL RINCON DE MEXICO GRILL #9,6410 WESTHEIMER RD,77057,Restaurant - Full Service,MEXICAN / HISPANIC,8,HIGH
5757171,2F4363E2-5056-A20B-FA9334F3DBF70103,3/26/19 0:00,2FAE5284-5056-A20B-FA9983C12EAF8F61,FRENCHYS CHICKEN,8110 KIRBY DR,77054,Restaurant - Single Service,CHICKEN,9,HIGH
5757778,06D03AA2-EF7E-A1B7-EC723D3F932C7DB6,3/28/19 0:00,9F9999F7-5056-A20B-FADDB295558EFF88,TEAVANA,303 MEMORIAL CITY MALL STE 738,77024,Restaurant - Single Service,"BEVERAGES, ETC.",0,LOW
5750378,2285,2/19/19 0:00,26B82FD8-5056-A20B-FAF8A79B24A78096,TAQUERIA ARANDAS,1840 WIRT,77055,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750646,48866,2/20/19 0:00,653ADFA7-5056-A20B-FA990C1DA43EB515,TEOTIHUACAN MEXICAN CAFE,1511 AIRLINE  DR,77009,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5750889,5700,2/24/19 0:00,25EB0090-5056-A20B-FAA33499D536615D,GARDEN TERRACE OF HOUSTON,7887 CAMBRIDGE,77054,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5750964,2FF9BBFD-5056-A20B-FA7BB710BECCC0C1,2/24/19 0:00,302902AB-5056-A20B-FAABB5CA93627ACF,CHELAS,159 SHARPSTOWN MALL STE 107,77036,Restaurant - Single Service,MEXICAN / HISPANIC,4,MEDIUM
5751050,48085,2/24/19 0:00,36907C2F-5056-A20B-FA10A399C17D1BD7,VINH-HOA CHINESE/VIETNAMESE RT,9600 BELLAIRE BLVD STE 126,77036,Restaurant - Full Service,VIETNAMESE,7,HIGH
5751351,08D09033-B54A-ECE5-14642D2B0E560F69,2/25/19 0:00,8CFF3369-5056-A20B-FA5F2F4EDD19F3F1,SUBWAY,700 TOWN AND COUNTRY STE 2420,77024,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5753170,56487,3/7/19 0:00,6C9E0F2A-5056-A20B-FA812AFACE52FC2D,HOBBY INN & SUITES,7775 AIRPORT BLVD,77061,Restaurant - Single Service,BREAKFAST,0,MEDIUM
5753333,4040,3/10/19 0:00,0102B568-5056-A20B-FA528FAF29E12D00,CRYSTAL D PURE WATER,8200 WILCREST STE 7,77072,Restaurant - Single Service,"BEVERAGES, ETC.",0,LOW
5753352,016E057C-5056-A20B-FA4B949916514C3E,3/10/19 0:00,0225ED85-5056-A20B-FA56B36BC930792D,GOLDEN CAFE  CHINESE RESTAURANT,1430 W 19TH,77008,Restaurant - Full Service,,6,HIGH
5753355,52234,3/10/19 0:00,028BBBF3-5056-A20B-FA4A238F1C5AFCDF,LOS TIOS MEXICAN REST.,9527 WESTHEIMER,77063,Restaurant - Full Service,MEXICAN / HISPANIC,9,HIGH
5753554,48087,3/11/19 0:00,34A8B722-5056-A20B-FAC22364636070B4,SHAWARMA KING,3121 HILLCROFT,77057,Restaurant - Full Service,INDIAN / PAKISTANI,10,HIGH
5753567,1990,3/11/19 0:00,36014DD8-5056-A20B-FAC99913C8B7DB07,DAIRY QUEEN,10404 TELEPHONE RD,77075,Restaurant - Single Service,,0,MEDIUM
5753635,109E70E5-E6F6-01E3-1582119C5E571BE2,3/11/19 0:00,39790817-5056-A20B-FA54078C73A6FB44,TAQUERIA EL NOPALITO,15323 GULF FWY,77034,Restaurant - Full Service,MEXICAN / HISPANIC,5,HIGH
5751836,2701,2/28/19 0:00,FD11491F-5056-A20B-FA2D81CDA9E83F59,JASON'S DELI,10321 KATY  FWY STE A,77024,Restaurant - Full Service,DELI,5,HIGH
5751943,12496,3/1/19 0:00,2AB2B892-5056-A20B-FA9F600BAF6E5F83,REFRESQUERIA RIO VERDE-CAMPANA,8315 LONG POINT,77055,"Mobile - Fixed Location, Unrestricted",,2,LOW
5752007,1565,2/20/19 0:00,97837054-5056-A20B-FA2D40A84CAFBC83,CAPTAIN'S HALF SHELL,10896 NORTHWEST  FWY,77092,Restaurant - Full Service,SEAFOOD,8,HIGH
5752183,2CF9AF55-3048-9838-60A77E2E79BC2DA3,3/4/19 0:00,C548DE8A-5056-A20B-FA348CFCC4707B42,TUSCANY PREMIUM COFFEE,5 GREENWAY PLAZA STE C-610,77046-0589,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5752525,2596,3/5/19 0:00,02653F55-5056-A20B-FAA1A89B050EADBB,JAMES CONEY ISLAND,3607 SHEPHERDDR,77098,Restaurant - Full Service,"BURGERS, ETC.",7,HIGH
5752709,4551,3/6/19 0:00,2620A1A4-5056-A20B-FA3B1DCECFF83D2A,TAQUERIA ARANDAS,5931 GULF  FWY,77023,Restaurant - Full Service,MEXICAN / HISPANIC,0,HIGH
5752767,2BD2BE55-5056-A20B-FA8C399A3621A3E4,3/6/19 0:00,2E7D6088-5056-A20B-FACFBA3719F99C1F,JULIAN'S LUNCH BOX - DIANNA'S,6917 LOMA VISTA ST,77085,"Mobile - Conventional, Unrestricted , Non-motorized",,4,MEDIUM
5754009,2F7978F4-FDE5-C0D5-24966CA8B196157C,3/13/19 0:00,96298BE3-5056-A20B-FAAAC165ABB355BB,CAFE CHINO,3285 SOUTHWEST FWY,77027,Restaurant - Full Service,CHINESE,7,HIGH
5754232,326,3/14/19 0:00,CCE701FA-5056-A20B-FAFAF565EF013C91,LA PLAZA MEXICAN RESTAURANT,1803 BINGLE,77055,Restaurant - Full Service,MEXICAN / HISPANIC,6,HIGH
5754511,36,3/13/19 0:00,5CEA1C02-5056-A20B-FA6AE30538BBEEFD,FIESTA TACOS,4620 W 34TH,77092,Restaurant - Single Service,MEXICAN / HISPANIC,7,MEDIUM
5755618,50253,3/17/19 0:00,6BA77364-5056-A20B-FA10144FA2691D5C,BURGER KING,9519 WESTHEIMER RD,77063,Restaurant - Single Service,"BURGERS, ETC.",5,MEDIUM
5755633,53DC8017-C957-AE80-081794BAB4F02CEC,3/17/19 0:00,6CC5C414-5056-A20B-FA979CCF44C7B213,GRAN PALACIO EVENT CENTER,9906 GULF FWY,77075,Restaurant - Full Service,MEXICAN / HISPANIC,0,LOW
5756359,2129,3/20/19 0:00,0CC4D6FB-5056-A20B-FAF171FEBBFA23BD,MICHAELANGELOS,307 WESTHEIMER,77006,Restaurant - Full Service,ITALIAN,7,HIGH
5757317,3FA9494B-BDB3-6586-E38F990E5ED565D9,3/26/19 0:00,3A155A84-5056-A20B-FADAC73D4AD06487,BUSY BOY SANDWICHES,5722 HILLCROFT,77036,Restaurant - Single Service,SANDWICHES,7,HIGH
5757694,33CA0397-D3F4-376A-422112665ED577F9,3/28/19 0:00,96B7285A-5056-A20B-FAE0A4BD884149B7,COURTYARD HOUSTON #1194,916 DALLAS,77002,Restaurant - Full Service,LOCAL / CONTINENTAL,7,HIGH
5757772,095DE4D6-C8C0-6561-AE5E7FC22844643C,3/28/19 0:00,9F0E2A9E-5056-A20B-FAD7D9648C289222,TOMAS BAKERY & TAQUERIA,511 W MOUNT HOUSTON,77037,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5757854,3278,3/28/19 0:00,C712389E-5056-A20B-FADBB7CA9F72C2E8,FLAMINGO CHILL,6404 AIRLINE,77076,Restaurant - Single Service,,7,HIGH
5753555,45DC0577-B79B-C653-85D0EEA767BB5C06,3/11/19 0:00,34C6D9CE-5056-A20B-FAB5C98D5059A3D7,TACO BELL,3356 SCOTT,77004,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5753672,4D8F343E-B4EA-F9D5-2B8C499CDF47B324,3/12/19 0:00,5B2AC593-5056-A20B-FA2705A8B2835BAD,ROYAL SONESTA HOTEL HOUSTON,2222 WEST LOOP SOUTH,77027,Restaurant - Full Service,LOCAL / CONTINENTAL,9,HIGH
5753703,3544,3/11/19 0:00,5E517F42-5056-A20B-FAD06CA1751E1F66,MCDONALD'S,5512 BELLAIRE BLVD,77081,Restaurant - Single Service,"BURGERS, ETC.",6,HIGH
5753873,486CC9E4-E35D-E966-CA9A8F8BFFDF25D6,3/12/19 0:00,6B66D7FB-5056-A20B-FAFA93ECC655093B,SNOWFLAKE CAFE & BAKERY,11191 WESTHEIMER,77042,Restaurant - Single Service,,0,MEDIUM
5753904,53934,3/12/19 0:00,6EC89B49-5056-A20B-FAE2FE062C095B5E,CHURCH'S #1154,4575 GRIGGS,77021,Restaurant - Single Service,CHICKEN,5,MEDIUM
5754135,1027,3/13/19 0:00,9EFB78BA-5056-A20B-FA2F09AE6B82C8B9,BUON APPETITO,2231 W HOLCOMBE,77030,Restaurant - Full Service,ITALIAN,7,HIGH
5754311,44824,3/14/19 0:00,D9004F56-5056-A20B-FAD792F2F7D993CE,STARBUCK'S COFFEE #6371,2801 S SHEPHERD,77019,Restaurant - Full Service,"BEVERAGES, ETC.",3,MEDIUM
5755702,0BF88E3A-C38D-1FA3-941E8760AAF6B8F9,3/17/19 0:00,91622618-5056-A20B-FA703CE9F560E2B0,QUE HUONG RESTAURANT,11201 BELLAIRE BLVD STE 2,77072,Restaurant - Full Service,VIETNAMESE,8,HIGH
5755741,4D14BB03-B132-F5F1-B9297758D5F47578,3/18/19 0:00,9653E8C5-5056-A20B-FABA65700873E410,MINH KY MI GIA,12320 BELLAIRE BLVD STE A6,77072,Restaurant - Full Service,VIETNAMESE,4,MEDIUM
5755762,4603,3/18/19 0:00,99C8450B-5056-A20B-FA04D2C2AEDE4D2D,RIVA'S,1117 MISSOURI,77006,Restaurant - Full Service,,0,HIGH
5755808,1908,3/18/19 0:00,9D2231EB-5056-A20B-FA3A06076987AB81,NAUMI SHELL,7025 SOUTH LOOP EAST,77087,Restaurant - Single Service,"BEVERAGES, ETC.",3,MEDIUM
5755851,47B22FC5-CDC6-6610-FB2346836D943777,3/18/19 0:00,A12A2DFF-5056-A20B-FAFB7D3FD5CD7614,PHO 21,11005 FUQUA,77089,Restaurant - Full Service,VIETNAMESE,4,MEDIUM
5755867,2BC80CF9-FF3F-4C62-54DEC5097BA6DF51,3/18/19 0:00,A2319B9E-5056-A20B-FA00FCECE772E313,LA FISHERMAN,8300 W SAM HOUSTON  PKWY S STE 268,77072,Restaurant - Full Service,CAJUN,6,HIGH
5756004,52216,3/19/19 0:00,D048A69F-5056-A20B-FA1C21E34B7F9263,ILLEGAL ESTABLISHMENT OPERATION/SURVEILLANCE/COMPL,X,,Restaurant - Full Service,,2,LOW
5754313,24E247F1-99A3-45F5-DF58FD6B8756F866,3/14/19 0:00,D96B4305-5056-A20B-FA8B1AD4B98609EE,DOGS AND MORE - SELLER'S BROTHERS,9494 HAMMERLY,77080,"Mobile - Fixed Location, Unrestricted",,5,HIGH
5755658,386448A9-AE1E-4E96-92C6F310DAF4ED86,3/17/19 0:00,73319B04-5056-A20B-FA3C2AF1D27E66EE,DUNKIN DONUTS,2330 S SHEPHERD DR,77019,Restaurant - Single Service,OTHER,3,MEDIUM
5755818,13038,3/18/19 0:00,9E61E0D8-5056-A20B-FA2437FC44053F5E,CHILI'S GRILL AND BAR,7621 FM 1960 W,77070,Restaurant - Full Service,BAR & GRILL,7,HIGH
5755841,05548059-D18B-C344-55536E61C4A6F652,3/18/19 0:00,A023F13A-5056-A20B-FA0B1D6561EED3DB,BERRI SWIRL,18351 TOMBALL PKWY STE G,77070,Restaurant - Single Service,DESSERTS,2,LOW
5755926,54014,3/19/19 0:00,C68B0498-5056-A20B-FA3C9AEBEF765B28,CHURCH'S CHICKEN #1293,8841 CULLEN,77051,Restaurant - Single Service,CHICKEN,6,MEDIUM
5756113,1488,3/19/19 0:00,D7602409-5056-A20B-FAB03DF9220131D8,PAX AMERICANA HTX,4319 MONTROSE BLVD,77006,Restaurant - Full Service,THAI,7,HIGH
5756572,1875,3/22/19 0:00,5E134A42-5056-A20B-FA2EA22B8E55B304,JASON'S DELI - SSQ,2611 S SHEPHERD,77098,Restaurant - Full Service,SANDWICHES,8,HIGH
5756066,51140,3/19/19 0:00,D331034A-5056-A20B-FA7C581E2285B71F,MCDONALD'S #27326,2727 DUNVALE,77063,Restaurant - Single Service,"BURGERS, ETC.",7,MEDIUM
5756256,086A82FA-FD1D-6663-B26E935345E52A82,3/20/19 0:00,02AF650F-5056-A20B-FA7D964AE6BBE9A9,L'OLIVIER,240 WESTHEIMER RD,77006,Restaurant - Full Service,EUROPEAN,0,HIGH
5756315,41550,3/20/19 0:00,076C0E50-5056-A20B-FABDE1FE5EE42F86,HOKKAIDO JAPANESE KITCHEN,9108 BELLAIRE  BLVD STE B,77036,Restaurant - Full Service,JAPANESE,7,HIGH
5756615,2C46E67C-CC19-20BC-5A502E639AF4BEC6,3/22/19 0:00,6BC4B359-5056-A20B-FAC475CFA5F3935B,NOM MI STREET - South West,4805  CALHOUN RD,77004,"Mobile - Conventional, Unrestricted, Motorized",,7,HIGH
5756635,53928C17-B5F3-0C2B-5400952E469CD167,3/22/19 0:00,6F9F1C19-5056-A20B-FAABE512A0C90A08,LOUISIANA FISH HOUSE,60 E CROSSTIMBERS,77022,Restaurant - Single Service,SEAFOOD,6,HIGH
5756794,10E59E42-E73A-B5E7-B2CE1807FAB696B0,3/24/19 0:00,D39F467B-5056-A20B-FAF85F73B104C14E,VEE GEE'S FRUIT & SNOWCONES,3850 SYNOTT,77082,"Mobile - Conventional, Unrestricted , Non-motorized",,5,HIGH
5757123,22435E5F-D414-D4A2-A0FFF16C0874B288,3/25/19 0:00,14A78B69-5056-A20B-FABF9605F14ACC77,DOMINO'S PIZZA 6734,3507 ELGIN,77004,Restaurant - Single Service,PIZZA,5,MEDIUM
5756764,5027,3/24/19 0:00,D1E90A7E-5056-A20B-FA62779726224E0A,DELLACARTS INC.,6405 BRITTMOORE STE 16,77074,Commissary - Mobile Food Unit,,0,HIGH
5756771,13042,3/24/19 0:00,D2AA6262-5056-A20B-FA2CD744228EA936,THE OLIVE GARDEN #1166,7525 W FM 1960,77070,Restaurant - Full Service,ITALIAN,6,HIGH
5756886,2155,3/25/19 0:00,F83D03CD-5056-A20B-FA49182ACD5C8E82,CHILI'S GRILL AND BAR #89,5015 WESTHEIMER,77056,Restaurant - Full Service,BAR & GRILL,9,HIGH
5756969,207A5501-3048-9838-608EAA381C6CBE0C,3/25/19 0:00,01A110D8-5056-A20B-FA9E19B81E21E3F0,SUBWAY,500 BAYBROOK MALL STE 8,77546,Restaurant - Single Service,SANDWICHES,4,MEDIUM
5757533,2D936EFA-AD9F-31C0-F0386D40303EC51D,3/27/19 0:00,6ADA9034-5056-A20B-FAC2A2212431B4B8,CHIPOTLE MEXICAN GRILL #2284,303 MEMORIAL CITY MALL STE 729,77024,Restaurant - Single Service,MEXICAN / HISPANIC,7,HIGH
5757565,1859,3/27/19 0:00,6CB04C39-5056-A20B-FAD58C7B6CA3EE40,PIZZITOLA BARBQUE,1703 SHEPHERD,77007,Restaurant - Full Service,BARBECUE,7,HIGH
5757615,35693,3/27/19 0:00,6FA66307-5056-A20B-FA914CC736F18770,SPANISH VILLAGE RESTAURANT,4720 ALMEDA  RD,77004,Restaurant - Full Service,MEXICAN / HISPANIC,7,HIGH
5757637,5ACFE767-E083-977D-E31C99D2DA2A9398,3/27/19 0:00,711A85A4-5056-A20B-FA09D9260061787A,SHEGER RESTAURANT,5506 BELLAIRE STE C,77081,Restaurant - Full Service,OTHER,7,MEDIUM
5757877,11825,3/29/19 0:00,D81673ED-5056-A20B-FAD468910318DDF0,MONTEREY'S TEX MEX CAFE #13,1331 CROSSTIMBERS,77022,Restaurant - Full Service,,7,HIGH
5757921,5102AA1E-CFF5-6BCF-A58532162EF30F66,3/31/19 0:00,30A8738D-5056-A20B-FA0D2321ADD548A0,JACK IN THE BOX #3616,2420 BAY AREA BLVD,77058-1520,Restaurant - Single Service,,6,MEDIUM
5757992,253D45DC-5056-A20B-FA48CBF7A4878FF6,3/31/19 0:00,3B8460AB-5056-A20B-FA22A4832B3B8AED,JACKSON STREET BBQ,209 JACKSON,77002,Restaurant - Full Service,BARBECUE,8,HIGH
5700155,14748,1/6/19 0:00,7F9FC873-5056-A20B-FAAB83F18026DE17,MAGGIANO'S LITTLE ITALY,2019 POST OAK,77056,Restaurant - Full Service,ITALIAN,8,HIGH
5700395,1F8CA7F8-3048-98E1-5C3D727E798F0B8B,1/8/19 0:00,B0301C2C-5056-A20B-FA186BD02401E29F,CITILINE DELI  #10,757 N ELDRIGE PKWY STE 175,77079,Restaurant - Single Service,DELI,6,MEDIUM
5700542,3FCF66A5-3048-9838-FCD2931B991E0F50,1/8/19 0:00,BBC41EAD-5056-A20B-FA92D97F400C7B60,THE YARD HOUSE,800 W SAM HOUSTON PKWY N STE 116,77024,Restaurant - Full Service,LOCAL / CONTINENTAL,8,HIGH
5700958,3F77B0B5-F660-0E57-3B3CD2B85B74426F,1/9/19 0:00,F5885729-5056-A20B-FA365EBDC91E2A6E,SONIC DRIVE IN # 3668,12419 KUYKENDAHL RD,77090,Restaurant - Single Service,,4,MEDIUM
5701630,3308BA24-E37F-BAED-BB4A82AE48F70CA4,1/15/19 0:00,2437A8E6-5056-A20B-FAE4ECFE5106A82A,MIDTOWN GRILL,4704 ENNIS ST,77004,Restaurant - Single Service,,4,MEDIUM
5701772,46607,1/16/19 0:00,4F0C39DF-5056-A20B-FAD74875967EDA38,LITTLE BUDDY #2,2001 S WAYSIDE,77023,Restaurant - Single Service,,0,MEDIUM
